시설물명,시설물구분,시설물소재지,시설물종류
회천대교(대구),교량,경상북도,도로교량
탑평교,교량,강원도,도로교량
원암교,교량,강원도,도로교량
무명교-어천리,교량,강원도,도로교량
성대교,교량,강원도,도로교량
장신2교,교량,강원도,도로교량
가마골2교,교량,강원도,도로교량
당항배수지,상하수도,경상남도,지방상수도
대독배수지,상하수도,경상남도,지방상수도
광역5-관산배수지,상하수도,경기도,지방상수도
광역3-능곡배수지,상하수도,경기도,지방상수도
광역3-주교배수지,상하수도,경기도,지방상수도
광역3-화전가압장,상하수도,경기도,지방상수도
남산교,교량,전라북도,도로교량
용호교,교량,전라북도,도로교량
장두교,교량,전라북도,도로교량
학산1교,교량,전라북도,도로교량
군유교,교량,전라북도,도로교량
주산교,교량,전라북도,도로교량
주진교,교량,전라북도,도로교량
교촌교,교량,전라북도,도로교량
시장교,교량,전라북도,도로교량
덕흥교,교량,전라남도,도로교량
야막교,교량,전라남도,도로교량
자연동교,교량,전라남도,도로교량
백일교,교량,전라남도,도로교량
금사1교,교량,전라남도,도로교량
덕흥2교,교량,전라남도,도로교량
매곡1교,교량,전라남도,도로교량
사덕교,교량,전라남도,도로교량
오월교,교량,전라남도,도로교량
금운교,교량,전라남도,도로교량
남학교,교량,전라남도,도로교량
신옥교,교량,전라남도,도로교량
신촌교,교량,전라남도,도로교량
신흥교,교량,전라남도,도로교량
해창대교,교량,전라남도,도로교량
송산교,교량,전라남도,도로교량
신기 2호배수문,하천,전라남도,수문 및 통문
평리제2배수문,하천,전라남도,수문 및 통문
석곡상수도 수원지,상하수도,전라남도,지방상수도
공무원연금공단수안보상록호텔,건축물,충청북도,다중이용건축물
쌍달교,교량,충청남도,도로교량
상왕4교,교량,충청남도,도로교량
구계4교,교량,충청남도,도로교량
금성1교,교량,충청남도,도로교량
구계2교,교량,충청남도,도로교량
월산교,교량,충청남도,도로교량
송곡교,교량,충청남도,도로교량
요룡교,교량,충청남도,도로교량
수촌교,교량,충청남도,도로교량
달산교,교량,충청남도,도로교량
상왕3교,교량,충청남도,도로교량
도천교,교량,충청남도,도로교량
세동1교,교량,충청남도,도로교량
구계3교,교량,충청남도,도로교량
공동육아나눔터/신관동주민자치센터,건축물,충청남도,다중이용건축물
신오교,교량,충청남도,도로교량
월암교,교량,충청남도,도로교량
봉황교,교량,충청남도,도로교량
선화교,교량,충청남도,도로교량
신기교,교량,충청남도,도로교량
청송교,교량,충청남도,도로교량
상왕1교,교량,충청남도,도로교량
삼각교,교량,충청남도,도로교량
상왕5교,교량,충청남도,도로교량
오야교,교량,충청남도,도로교량
상왕2교,교량,충청남도,도로교량
중장1교,교량,충청남도,도로교량
공암교,교량,충청남도,도로교량
화봉2교,교량,충청남도,도로교량
용두교,교량,충청남도,도로교량
신기2교,교량,충청남도,도로교량
화봉1교,교량,충청남도,도로교량
대산1교,교량,충청남도,도로교량
공주대교,교량,충청남도,도로교량
금강교,교량,충청남도,도로교량
월산1교,교량,충청남도,도로교량
화은2교,교량,충청남도,도로교량
송학교,교량,충청남도,도로교량
월곡교(의당),교량,충청남도,도로교량
운방교,교량,충청남도,도로교량
만수동교,교량,충청남도,도로교량
해월교,교량,충청남도,도로교량
덕곡1교,교량,충청남도,도로교량
석남교,교량,충청남도,도로교량
동보교,교량,충청남도,도로교량
백교교,교량,충청남도,도로교량
시민운동장,건축물,충청남도,다중이용건축물
문예회관,건축물,충청남도,다중이용건축물
정안천교(구),교량,충청남도,도로교량
주봉교,교량,충청남도,도로교량
용성교,교량,충청남도,도로교량
안단평교,교량,충청남도,도로교량
고당교,교량,충청남도,도로교량
엄암교,교량,충청남도,도로교량
오야동교,교량,충청남도,도로교량
동천교,교량,충청남도,도로교량
대량터교,교량,충청남도,도로교량
옥룡정수장,상하수도,충청남도,지방상수도
석남정수장,상하수도,충청남도,지방상수도
명곡1교,교량,충청남도,도로교량
55. 신웅,하천,충청남도,수문 및 통문
65. 신관2,하천,충청남도,수문 및 통문
44. 동대2,하천,충청남도,수문 및 통문
48. 주봉,하천,충청남도,수문 및 통문
38. 화월1,하천,충청남도,수문 및 통문
46. 옥성1,하천,충청남도,수문 및 통문
47. 용성,하천,충청남도,수문 및 통문
49. 초봉,하천,충청남도,수문 및 통문
51. 소학3,하천,충청남도,수문 및 통문
39. 화월2,하천,충청남도,수문 및 통문
40. 신영1,하천,충청남도,수문 및 통문
63. 검상,하천,충청남도,수문 및 통문
59. 산성1,하천,충청남도,수문 및 통문
관악교,교량,경기도,도로교량
별양교,교량,경기도,도로교량
부림1교,교량,경기도,도로교량
관문교,교량,경기도,도로교량
광창교,교량,경기도,도로교량
준마교,교량,경기도,도로교량
부림2교,교량,경기도,도로교량
과천시 하수처리장,상하수도,경기도,공공하수처리시설
너부대교,교량,경기도,도로교량
목감교,교량,경기도,도로교량
사들교,교량,경기도,도로교량
광명대교,교량,경기도,도로교량
철산고개옹벽,옹벽,경기도,도로옹벽
철산배수지,상하수도,경기도,지방상수도
하안배수지,상하수도,경기도,지방상수도
노온정수사업소,상하수도,경기도,지방상수도
광명시시민회관,건축물,경기도,다중이용건축물
광명배수펌프장,하천,경기도,배수펌프장
철산배수펌프장,하천,경기도,배수펌프장
뱀쇠교,기타,경기도,기타
광명 11호 수문,하천,경기도,수문 및 통문
광명7호수문,하천,경기도,수문 및 통문
광명8호수문,하천,경기도,수문 및 통문
광명9호수문,하천,경기도,수문 및 통문
광명10호수문,하천,경기도,수문 및 통문
하안3호수문,하천,경기도,수문 및 통문
철산1호수문,하천,경기도,수문 및 통문
하안2호수문,하천,경기도,수문 및 통문
목감천 제방,하천,경기도,제방
안양천 제방 (광명시),하천,경기도,제방
장록1,하천,광주광역시,수문 및 통문
장록2,하천,광주광역시,수문 및 통문
도산,하천,광주광역시,수문 및 통문
용운,하천,광주광역시,수문 및 통문
송대제(좌안),하천,광주광역시,제방
송정제(좌안),하천,광주광역시,제방
장록제(우안),하천,광주광역시,제방
복용제(우안),하천,광주광역시,제방
운남배수문,하천,광주광역시,수문 및 통문
송대1,하천,광주광역시,수문 및 통문
송대2,하천,광주광역시,수문 및 통문
산월배수문,하천,광주광역시,수문 및 통문
신촌배수문,하천,광주광역시,수문 및 통문
동호2교,교량,광주광역시,도로교량
동호교,교량,광주광역시,도로교량
옥동교,교량,광주광역시,도로교량
송산교,교량,광주광역시,도로교량
성내고가교,교량,광주광역시,도로교량
죽산교,교량,광주광역시,도로교량
용진교,교량,광주광역시,도로교량
원임곡고가교,교량,광주광역시,도로교량
삼화교,교량,광주광역시,도로교량
송대배수펌프장,하천,광주광역시,배수펌프장
용봉 1배수통문,하천,광주광역시,수문 및 통문
광암정수장,상하수도,경기도,지방상수도
금당육교,교량,전라남도,육교
지곡교,교량,전라남도,도로교량
갈죽교,교량,전라남도,도로교량
하천잠수교,교량,전라남도,도로교량
추동2교,교량,전라남도,도로교량
옥동교,교량,전라남도,도로교량
오추교,교량,전라남도,도로교량
호암철도육교,교량,전라남도,도로교량
수어천교,교량,전라남도,도로교량
반심교,교량,전라남도,도로교량
금호교,교량,전라남도,도로교량
태인교,교량,전라남도,도로교량
중군육교,교량,전라남도,도로교량
용강정수장,상하수도,전라남도,지방상수도
마동정수장,상하수도,전라남도,지방상수도
태인폐수처리장,기타,전라남도,기타
전일빌딩,건축물,광주광역시,대형건축물
무등도서관,건축물,광주광역시,기타
사직도서관,건축물,광주광역시,기타
광주시립민속박물관,건축물,광주광역시,다중이용건축물
너릿재터널(상),터널,전라남도,도로터널
08IG23D01900,절토사면,전라남도,도로사면
쌍교,교량,전라남도,도로교량
평수교,교량,전라남도,도로교량
신동창교,교량,전라남도,도로교량
산동교,교량,전라남도,도로교량
지산교,교량,전라남도,도로교량
구봉교,교량,전라남도,도로교량
오례교,교량,전라남도,도로교량
송촌교(확),교량,전라남도,도로교량
양유교,교량,전라남도,도로교량
대치교,교량,전라남도,도로교량
고막교,교량,전라남도,도로교량
주산2교,교량,전라남도,도로교량
복교,교량,전라남도,도로교량
동강교,교량,전라남도,도로교량
주산1교,교량,전라남도,도로교량
사수1교,교량,전라남도,도로교량
사수2교,교량,전라남도,도로교량
합수목교,교량,전라남도,도로교량
석정제(영산강),하천,전라남도,제방
세동 배수통문,하천,광주광역시,수문 및 통문
중촌13-1 배수통문,하천,광주광역시,수문 및 통문
마산 배수통문,하천,광주광역시,수문 및 통문
서창 배수통문,하천,광주광역시,수문 및 통문
용강 1배수통문,하천,광주광역시,수문 및 통문
용강 1-1배수통문,하천,광주광역시,수문 및 통문
신창제(우안),하천,광주광역시,제방
시산 배수통문,하천,광주광역시,수문 및 통문
대촌 배수통문,하천,광주광역시,수문 및 통문
연화 4배수통문,하천,전라남도,수문 및 통문
덕흥제,하천,광주광역시,제방
치평제,하천,광주광역시,제방
대촌제,하천,광주광역시,제방
용두 2배수통문,하천,광주광역시,수문 및 통문
동림 2배수통문,하천,광주광역시,수문 및 통문
명산제,하천,전라남도,제방
강의 2배수통문(2),하천,전라남도,수문 및 통문
